name,hd,ra,dec,vmag,class
SAO 97274,,117.286225,18.022094, 9.0,STAR
SAO 96660,,108.558125,18.028589, 8.8,STAR
SAO 102629,,257.573329,18.028883, 9.0,STAR
SAO 98423,,137.950942,18.033383, 9.2,STAR
SAO 92093,,12.144554,18.033433, 9.2,STAR
SAO 102801,,261.084471,18.034756, 8.8,STAR
SAO 103078,,266.322654,18.0352, 9.1,STAR
SAO 97651,,123.190521,18.035292, 8.9,STAR
SAO 100768,,208.719192,18.035692, 8.5,STAR
SAO 108788,,355.805333,18.036881, 9.2,STAR
SAO 101810,,238.688833,18.039167, 9.0,STAR
SAO 101836,,239.36795,18.040653, 8.8,STAR
SAO 97212,,116.267708,18.04375, 9.0,STAR
SAO 98816,,147.981558,18.044778, 9.2,STAR
SAO 91827,,4.476196,18.045056, 8.9,STAR
SAO 91908,,6.958408,18.045467, 8.7,STAR
SAO 107911,,336.540879,18.046286, 8.9,STAR
SAO 108199,,342.278892,18.047233, 8.5,STAR
SAO 99213,,159.357346,18.050408, 9.4,STAR
SAO 106788,,315.666612,18.051344, 9.0,STAR
SAO 93340,,48.277142,18.055514, 9.5,STAR
SAO 98493,,139.8647,18.058061, 9.1,STAR
SAO 98274,,134.79485,18.060289, 8.9,STAR
SAO 102654,,258.176617,18.060736, 8.7,STAR
SAO 99345,,163.359158,18.065094, 9.1,STAR
SAO 101737,,236.748458,18.067108, 9.0,STAR
SAO 103245,,269.341433,18.071758, 8.6,STAR
SAO 97084,,114.294146,18.073583, 9.0,STAR
SAO 92919,,35.914237,18.074, 9.0,STAR
SAO 96729,,109.380075,18.076031, 8.9,STAR
SAO 96536,,107.111187,18.080397, 9.2,STAR
SAO 106706,,314.435433,18.081497, 9.0,STAR
SAO 101906,,241.173579,18.081894, 9.2,STAR
SAO 102478,,253.863046,18.087236, 8.6,STAR
SAO 101524,,230.955996,18.088375, 9.0,STAR
SAO 107428,,327.55485,18.088633, 8.9,STAR
SAO 101430,,228.056504,18.099842, 9.0,STAR
SAO 93549,,55.17085,18.100767, 9.2,STAR
SAO 98945,,151.494958,18.101494, 9.1,STAR
SAO 93794,,62.522167,18.102039, 9.0,STAR
SAO 92161,,14.093996,18.102139, 9.1,STAR
SAO 92677,,28.310092,18.104519, 9.1,STAR
SAO 108189,,342.134838,18.105928, 8.8,STAR
SAO 99554,,169.850579,18.106931, 9.2,STAR
SAO 98884,,149.848942,18.108222, 9.3,STAR
SAO 107071,,320.494704,18.108414, 8.6,STAR
SAO 93540,,54.948358,18.108858, 9.1,STAR
SAO 100204,,190.259917,18.115389, 9.1,STAR
SAO 108596,,351.116225,18.116944, 9.5,STAR
SAO 97062,,113.966667,18.117497, 9.1,STAR
SAO 103128,,267.154917,18.128289, 8.5,STAR
SAO 102551,,255.703908,18.129881, 8.9,STAR
SAO 93642,,58.020579,18.134842, 9.1,STAR
SAO 91692,,1.232508,18.135708, 9.1,STAR
SAO 101441,,228.278696,18.135881, 9.1,STAR
SAO 108683,,353.602413,18.137833, 9.1,STAR
SAO 100933,,213.686733,18.140656, 8.5,STAR
SAO 92920,,35.979346,18.200336, 8.8,STAR
SAO 108803,,356.116946,18.144236, 9.1,STAR
SAO 101995,,242.915992,18.146531, 9.4,STAR
SAO 92634,,26.94455,18.147314, 9.2,STAR
SAO 101113,,219.377704,18.151783, 8.5,STAR
SAO 99395,,165.034258,18.153306, 9.1,STAR
SAO 99276,,161.325075,18.156208, 9.3,STAR
SAO 97934,,128.893208,18.161339, 9.3,STAR
SAO 100920,,213.378733,18.162294, 9.2,STAR
SAO 102655,,258.176883,18.162358, 9.3,STAR
SAO 108208,,342.557029,18.163483, 8.7,STAR
SAO 107164,,322.182946,18.163511, 9.2,STAR
SAO 93116,,42.101408,18.163978, 9.0,STAR
SAO 102179,,246.742092,18.166633, 9.0,STAR
SAO 99005,,153.282917,18.169939, 9.1,STAR
SAO 92002,,9.346671,18.172528, 8.7,STAR
SAO 97404,,119.308629,18.176014, 9.0,STAR
SAO 93218,,44.7393,18.178978, 9.1,STAR
SAO 91897,,6.720979,18.181767, 9.0,STAR
SAO 91865,,5.545446,18.241783, 9.0,STAR
SAO 107532,,329.260325,18.190736, 9.3,STAR
SAO 103027,,265.404083,18.192711, 8.8,STAR
SAO 91717,,1.7733,18.192714, 9.1,STAR
SAO 102297,,249.854504,18.193328, 9.0,STAR
SAO 98155,,132.603308,18.193522, 9.0,STAR
SAO 108229,,343.221938,18.197344, 8.9,STAR
SAO 102306,,250.058404,18.198394, 8.8,STAR
SAO 98837,,148.572475,18.202339, 8.9,STAR
SAO 98239,,134.149404,18.203019, 9.5,STAR
SAO 106714,,314.609721,18.204817, 9.0,STAR
SAO 93522,,54.345013,18.205167, 8.7,STAR
SAO 102802,,261.086825,18.205547, 8.6,STAR
SAO 102824,,261.683842,18.210756, 9.1,STAR
SAO 102942,,263.827412,18.211561, 8.9,STAR
SAO 107075,,320.553871,18.212417, 8.5,STAR
SAO 102444,,253.16415,18.212983, 9.4,STAR
SAO 97013,,113.3901,18.213153, 9.0,STAR
SAO 91943,,7.903017,18.218169, 9.1,STAR
SAO 107946,,337.194267,18.218756, 9.6,STAR
SAO 96573,,107.461858,18.226272, 8.6,STAR
SAO 93096,,41.589546,18.22745, 9.3,STAR
SAO 97144,,115.353013,18.228175, 8.4,STAR
SAO 103103,,266.752921,18.230389, 8.6,STAR
SAO 98576,,141.774992,18.231536, 9.1,STAR
SAO 96766,,109.831438,18.235969, 8.8,STAR
SAO 107053,,320.155929,18.240256, 9.1,STAR
SAO 99277,,161.339188,18.241147, 9.2,STAR
SAO 108200,,342.2875,18.241567, 9.3,STAR
SAO 102303,,249.984054,18.245858, 9.1,STAR
SAO 97418,,119.479146,18.248006, 8.6,STAR
SAO 102903,,263.180625,18.255478, 8.1,STAR
SAO 102163,,246.478512,18.259464, 8.6,STAR
SAO 107614,,330.671704,18.265872, 9.3,STAR
SAO 98369,,136.761054,18.269578, 9.4,STAR
SAO 98952,,151.737058,18.271614, 9.1,STAR
SAO 108647,,352.510729,18.273794, 9.1,STAR
SAO 100846,,211.491425,18.274192, 8.9,STAR
SAO 92573,,25.273017,18.276736, 9.0,STAR
SAO 101749,,237.135754,18.279175, 9.1,STAR
SAO 107100,,321.00125,18.279353, 9.2,STAR
SAO 102038,,243.860283,18.281906, 9.2,STAR
SAO 100234,,191.311958,18.286519, 9.1,STAR
SAO 97795,,126.173263,18.288311, 9.3,STAR
SAO 100895,,212.694383,18.2893, 8.8,STAR
SAO 102276,,249.408483,18.290506, 9.3,STAR
SAO 98873,,149.553796,18.291325, 9.4,STAR
SAO 99290,,161.824729,18.294458, 9.1,STAR
SAO 93288,,47.007608,18.296681, 8.7,STAR
SAO 97948,,129.023958,18.297653, 9.3,STAR
SAO 101616,,233.380437,18.298278, 9.1,STAR
SAO 108655,,352.773992,18.299289, 8.9,STAR
SAO 97379,,119.021954,18.299753, 8.9,STAR
SAO 101209,,221.738513,18.300019, 9.2,STAR
SAO 108769,,355.204671,18.300594, 8.9,STAR
SAO 102311,,250.093312,18.307872, 8.8,STAR
SAO 92391,,20.364304,18.308553, 9.1,STAR
SAO 96844,,110.840471,18.311644, 9.1,STAR
SAO 96551,,107.226538,18.312117, 8.8,STAR
SAO 101860,,240.017554,18.312528, 9.0,STAR
SAO 102460,,253.506179,18.314844, 9.0,STAR
SAO 92386,,20.28075,18.315053, 8.7,STAR
SAO 107670,,331.755079,18.316981, 8.1,STAR
SAO 107245,,323.6072,18.318644, 9.2,STAR
SAO 102964,,264.203021,18.319178, 9.1,STAR
SAO 108132,,340.918788,18.321122, 9.3,STAR
SAO 108640,,352.316492,18.3215, 8.9,STAR
SAO 106923,,318.260817,18.324794, 9.0,STAR
SAO 103034,,265.494058,18.326214, 8.8,STAR
SAO 100209,,190.418637,18.333158, 9.0,STAR
SAO 97409,,119.337996,18.333628, 9.2,STAR
SAO 107035,,319.938383,18.335753, 9.1,STAR
SAO 100698,,206.439979,18.337464, 9.1,STAR
SAO 96849,,110.962563,18.338542, 8.9,STAR
SAO 91938,,7.775996,18.338669, 9.0,STAR
SAO 103003,,264.837525,18.341419, 8.9,STAR
SAO 96851,,110.970471,18.341886, 9.0,STAR
SAO 93351,,48.564817,18.342261, 9.0,STAR
SAO 101707,,236.073688,18.342614, 9.1,STAR
SAO 101808,,238.569096,18.346375, 9.1,STAR
SAO 98866,,149.440246,18.352944, 8.9,STAR
SAO 99727,,175.132996,18.356811, 9.1,STAR
SAO 96572,,107.452733,18.359197, 9.3,STAR
SAO 108869,,357.811388,18.359542, 9.2,STAR
SAO 100687,,206.277871,18.359728, 9.3,STAR
SAO 103002,,264.781738,18.360092, 9.1,STAR
SAO 96723,,109.321588,18.361706, 8.7,STAR
SAO 93508,,54.096925,18.362272, 8.4,STAR
SAO 102914,,263.392146,18.365225, 9.1,STAR
SAO 97844,,127.1957,18.369047, 8.9,STAR
SAO 92185,,14.5018,18.37385, 9.3,STAR
SAO 102383,,251.755958,18.374503, 9.3,STAR
SAO 92658,,27.698954,18.374806, 8.9,STAR
SAO 100001,,183.463271,18.375772, 9.4,STAR
SAO 99884,,179.360483,18.377008, 9.0,STAR
SAO 106723,,314.683537,18.378553, 9.2,STAR
SAO 103120,,266.994133,18.381208, 9.1,STAR
SAO 102755,,260.060133,18.383983, 8.8,STAR
SAO 108008,,338.602337,18.385208, 9.2,STAR
SAO 98705,,145.189996,18.392028, 9.3,STAR
SAO 97932,,128.861729,18.4007, 9.1,STAR
SAO 97711,,124.432271,18.416236, 9.3,STAR
SAO 99746,,175.656433,18.419144, 9.1,STAR
SAO 103133,,267.266333,18.421753, 8.1,STAR
SAO 103257,,269.546092,18.4227, 8.9,STAR
SAO 107878,,335.868958,18.425367, 9.0,STAR
SAO 103109,,266.807358,18.426097, 8.8,STAR
SAO 97769,,125.621771,18.427517, 9.0,STAR
SAO 96502,,106.770017,18.429925, 8.7,STAR
SAO 96584,,107.598233,18.431514, 9.2,STAR
SAO 96579,,107.546154,18.439269, 9.1,STAR
SAO 108464,,348.380733,18.440678, 9.0,STAR
SAO 102192,,247.108913,18.441358, 8.4,STAR
SAO 100964,,214.480437,18.443531, 9.1,STAR
SAO 93247,,45.583537,18.443944, 9.1,STAR
SAO 101764,,237.529587,18.444586, 8.5,STAR
SAO 92065,,11.405725,18.445472, 9.3,STAR
SAO 107702,,332.536608,18.446206, 8.8,STAR
SAO 101151,,220.405671,18.457239, 8.6,STAR
SAO 107118,,321.307825,18.460356, 9.5,STAR
SAO 108777,,355.471033,18.460569, 9.1,STAR
SAO 97860,,127.527958,18.46225, 9.4,STAR
SAO 106874,,317.206633,18.467689, 8.9,STAR
SAO 103117,,266.957267,18.475903, 9.1,STAR
SAO 92995,,38.137313,18.477769, 9.0,STAR
SAO 107218,,323.130771,18.606994, 8.1,STAR
SAO 93525,,54.512958,18.480889, 9.4,STAR
SAO 98977,,152.522867,18.481081, 9.2,STAR
SAO 96996,,113.117108,18.481761, 9.3,STAR
SAO 93364,,48.937404,18.484472, 9.4,STAR
SAO 107440,,327.837375,18.485769, 9.1,STAR
SAO 106791,,315.684813,18.487061, 9.2,STAR
SAO 100854,,211.669696,18.488667, 9.2,STAR
SAO 108206,,342.410004,18.489369, 8.5,STAR
SAO 91924,,7.411258,18.489617, 8.9,STAR
SAO 98996,,153.001679,18.496128, 9.5,STAR
SAO 92503,,23.253863,18.496317, 9.1,STAR
SAO 97484,,120.366696,18.498144, 9.2,STAR
SAO 92791,,31.596338,18.499139, 9.1,STAR
SAO 103221,,268.937746,18.500231, 8.8,STAR
SAO 100931,,213.65695,18.50315, 9.0,STAR
SAO 102301,,249.953913,18.510175, 9.1,STAR
SAO 101750,,237.174987,18.513553, 9.2,STAR
SAO 96788,,110.098867,18.514469, 8.8,STAR
SAO 98282,,134.976221,18.514736, 9.5,STAR
SAO 107981,,338.04085,18.5176, 9.4,STAR
SAO 107004,,319.479879,18.518731, 9.1,STAR
SAO 107867,,335.683038,18.521028, 9.2,STAR
SAO 103000,,264.76035,18.522456, 8.8,STAR
SAO 99919,,180.639563,18.531167, 8.9,STAR
SAO 108197,,342.231967,18.531281, 8.6,STAR
SAO 99987,,183.195525,18.533758, 8.9,STAR
SAO 105259,187076,296.846988,18.534281, 3.8,STAR
SAO 91873,,5.864054,18.536756, 9.0,STAR
SAO 108642,,352.368054,18.536861, 8.9,STAR
SAO 101917,,241.418871,18.540556, 9.1,STAR
SAO 92480,,22.818362,18.540653, 8.6,STAR
SAO 102950,,263.932579,18.542328, 8.9,STAR
SAO 99273,,161.254354,18.549817, 9.3,STAR
SAO 99664,,173.444333,18.554033, 9.1,STAR
SAO 93409,,50.914917,18.555772, 8.9,STAR
SAO 101679,,235.251583,18.556883, 9.0,STAR
SAO 102986,,264.565738,18.557175, 9.1,STAR
SAO 100430,,197.027637,18.558525, 9.0,STAR
SAO 101003,,215.833633,18.559536, 8.9,STAR
SAO 101757,,237.352888,18.560867, 9.0,STAR
SAO 103192,,268.495933,18.564542, 8.6,STAR
SAO 98987,,152.743963,18.566036, 9.4,STAR
SAO 101791,,238.258921,18.570972, 9.1,STAR
SAO 107781,,334.003913,18.571489, 9.1,STAR
SAO 100930,,213.653233,18.572747, 9.1,STAR
SAO 107589,,330.293508,18.573564, 9.2,STAR
SAO 101915,,241.384804,18.573947, 8.8,STAR
SAO 100406,,196.356842,18.580533, 8.9,STAR
SAO 107918,,336.694212,18.583522, 9.1,STAR
SAO 100345,,194.355779,18.589711, 9.2,STAR
SAO 108704,,353.989521,18.589764, 9.1,STAR
SAO 96599,,107.79395,18.591256, 9.0,STAR
SAO 92287,,17.538133,18.592061, 9.1,STAR
SAO 108570,,350.592562,18.595303, 9.2,STAR
SAO 92368,,19.928592,18.595939, 9.0,STAR
SAO 101130,,219.957329,18.596253, 9.0,STAR
SAO 93521,,54.344504,18.597322, 8.7,STAR
SAO 100174,,189.18695,18.598625, 9.4,STAR
SAO 100064,,185.563117,18.599681, 9.3,STAR
SAO 102624,,257.434704,18.601644, 9.5,STAR
SAO 97891,,128.075954,18.603586, 8.8,STAR
SAO 102239,,248.258817,18.603658, 9.2,STAR
SAO 97837,,127.015417,18.605122, 9.2,STAR
SAO 92223,,15.878392,18.607125, 9.3,STAR
SAO 102892,,262.972196,18.607164, 9.1,STAR
SAO 101420,,227.818225,18.607747, 8.0,STAR
SAO 92083,,11.839679,18.607983, 8.9,STAR
SAO 102546,,255.571387,18.611214, 8.8,STAR
SAO 98954,,151.807908,18.612086, 8.6,STAR
SAO 92179,,14.384521,18.616214, 9.1,STAR
SAO 108664,,353.036437,18.616853, 9.4,STAR
SAO 107086,,320.720617,18.621436, 9.1,STAR
SAO 97552,,121.492296,18.624078, 8.9,STAR
SAO 101182,,221.278354,18.626478, 9.2,STAR
SAO 100183,,189.408038,18.629314, 8.7,STAR
SAO 93230,,45.145042,18.631572, 9.0,STAR
SAO 102698,,258.974879,18.633328, 9.3,STAR
SAO 98948,,151.659879,18.634019, 9.3,STAR
SAO 93167,,43.444929,18.634325, 8.8,STAR
SAO 92068,,11.436229,18.637594, 9.3,STAR
SAO 97558,,121.743696,18.639811, 9.1,STAR
SAO 98685,,144.528,18.641861, 8.9,STAR
SAO 100965,,214.4953,18.651828, 9.0,STAR
SAO 96620,,108.083425,18.653656, 8.3,STAR
SAO 103167,,268.105492,18.653814, 9.2,STAR
SAO 101959,,242.1823,18.658231, 8.9,STAR
SAO 107727,,332.909238,18.659653, 8.7,STAR
SAO 103104,,266.761679,18.659983, 9.1,STAR
SAO 93607,,56.987796,18.66375, 9.1,STAR
SAO 101304,,224.495921,18.664189, 9.3,STAR
SAO 108725,,354.356117,18.669978, 9.1,STAR
SAO 97305,,117.778146,18.670031, 8.8,STAR
SAO 105404,350791,298.655363,18.670622, 9.2,STAR
SAO 99000,,153.095446,18.671306, 9.2,STAR
SAO 101192,,221.387308,18.671392, 8.5,STAR
SAO 98428,,138.101604,18.673106, 8.9,STAR
SAO 92539,,24.383267,18.675183, 8.9,STAR
SAO 108338,,345.387183,18.683272, 9.0,STAR
SAO 102874,,262.683463,18.685158, 8.9,STAR
SAO 92479,,22.816233,18.687717, 9.2,STAR
SAO 102575,,256.097383,18.693936, 8.7,STAR
SAO 107406,,327.118983,18.697575, 8.7,STAR
SAO 98757,,146.632392,18.697872, 9.3,STAR
SAO 97686,,124.012379,18.697975, 9.2,STAR
SAO 103255,,269.512162,18.698844, 8.6,STAR
SAO 99077,,155.347879,18.699367, 9.2,STAR
SAO 108104,,340.352092,18.709033, 9.1,STAR
SAO 91973,,8.588433,18.727394, 9.2,STAR
SAO 98447,,138.616404,18.727644, 8.9,STAR
SAO 102238,,248.248008,18.729444, 8.8,STAR
SAO 99610,,171.828454,18.737222, 9.2,STAR
SAO 93399,,50.193562,18.737511, 8.8,STAR
SAO 93455,,52.446621,18.738753, 9.0,STAR
SAO 101458,,228.705717,18.743061, 9.0,STAR
SAO 102465,,253.60305,18.743378, 8.0,STAR
SAO 93225,,44.8987,18.746661, 9.2,STAR
SAO 98351,,136.360404,18.747456, 8.9,STAR
SAO 97557,,121.735879,18.750947, 9.1,STAR
SAO 91868,,5.638,18.751375, 9.1,STAR
SAO 99112,,156.381483,18.752203, 9.0,STAR
SAO 102426,,252.749842,18.753372, 9.1,STAR
SAO 97501,,120.673533,18.756244, 9.2,STAR
SAO 101499,,230.236933,18.766589, 9.1,STAR
SAO 99320,,162.783412,18.769597, 9.3,STAR
SAO 108207,,342.527725,18.773414, 8.5,STAR
SAO 98724,,145.5936,18.773883, 9.1,STAR
SAO 92356,,19.502408,18.813144, 9.2,STAR
SAO 100200,,190.094558,18.779906, 9.2,STAR
SAO 107859,,335.513325,18.780278, 9.4,STAR
SAO 97193,,115.996879,18.784742, 8.8,STAR
SAO 102063,,244.371096,18.789378, 9.0,STAR
SAO 92986,,37.890854,18.792975, 8.7,STAR
SAO 102590,,256.363321,18.795808, 9.0,STAR
SAO 100175,,189.224221,18.797039, 9.2,STAR
SAO 96172,49635,102.558233,18.797867, 8.1,STAR
SAO 93468,,52.73375,18.799456, 8.3,STAR
SAO 107169,,322.276479,18.802247, 9.2,STAR
SAO 97416,,119.411283,18.802297, 9.0,STAR
SAO 100109,,186.991212,18.802425, 9.2,STAR
SAO 99436,,166.545629,18.809372, 9.3,STAR
SAO 98205,,133.471917,18.811761, 8.7,STAR
SAO 92851,,33.739288,18.811764, 8.9,STAR
SAO 107851,,335.320483,18.812814, 9.4,STAR
SAO 100740,,207.880408,18.815617, 8.8,STAR
SAO 97026,,113.616717,18.818114, 9.2,STAR
SAO 100731,,207.503062,18.820197, 9.0,STAR
SAO 101940,,241.913008,18.82035, 9.2,STAR
SAO 92343,,19.088196,18.823553, 8.8,STAR
SAO 107793,,334.27675,18.823914, 9.5,STAR
SAO 108066,,339.741525,18.832808, 8.9,STAR
SAO 98840,,148.698375,18.836153, 9.0,STAR
SAO 108670,,353.122917,18.838775, 9.2,STAR
SAO 107591,,330.318529,18.839992, 9.6,STAR
SAO 100805,,209.73065,18.840911, 9.1,STAR
SAO 97236,,116.809925,18.8435, 9.2,STAR
SAO 108155,,341.38675,18.845642, 9.0,STAR
SAO 96444,,106.105275,18.846664, 9.1,STAR
SAO 101741,,236.857912,18.849192, 8.3,STAR
SAO 103147,,267.684912,18.851072, 8.8,STAR
SAO 106851,,316.810563,18.853389, 9.0,STAR
SAO 98740,,146.058671,18.855853, 9.3,STAR
SAO 99529,,169.132538,18.856517, 9.0,STAR
SAO 102008,,243.138225,18.856997, 8.7,STAR
SAO 108117,,340.621075,18.863203, 9.1,STAR
SAO 98719,,145.553075,18.864383, 9.4,STAR
SAO 105288,187321,297.181858,18.867233, 7.6,STAR
SAO 102244,,248.395583,18.868556, 8.9,STAR
SAO 96597,,107.762058,18.869867, 9.0,STAR
SAO 93495,,53.645958,18.873969, 9.1,STAR
SAO 101611,,233.280792,18.876117, 9.2,STAR
SAO 96489,,106.599317,18.882436, 9.0,STAR
SAO 93442,,51.9805,18.8825, 8.3,STAR
SAO 96797,,110.180971,18.8828, 9.0,STAR
SAO 92224,,15.920342,18.884769, 9.0,STAR
SAO 107328,,325.393908,18.888264, 9.3,STAR
SAO 102616,,257.249758,18.889056, 9.3,STAR
SAO 103235,,269.193967,18.893656, 9.1,STAR
SAO 93423,,51.353042,18.897333, 9.0,STAR
SAO 103153,,267.792404,18.898686, 9.0,STAR
SAO 92003,,9.464213,18.900633, 9.0,STAR
SAO 106947,,318.536313,18.900714, 9.1,STAR
SAO 103264,,269.668146,18.904378, 8.8,STAR
SAO 92994,,38.124767,18.912444, 8.6,STAR
SAO 108121,,340.686596,18.913158, 8.8,STAR
SAO 97227,,116.677792,18.917472, 9.3,STAR
SAO 99856,,178.601387,18.918619, 9.0,STAR
SAO 99817,,177.472471,18.922986, 9.3,STAR
SAO 102308,,250.066592,18.927983, 8.8,STAR
SAO 102940,,263.820317,18.930694, 9.0,STAR
SAO 97070,,114.099113,18.9346, 8.8,STAR
SAO 92154,,13.819058,18.937467, 9.2,STAR
SAO 108288,,344.402762,18.938078, 8.9,STAR
SAO 100401,,196.225217,18.938467, 9.2,STAR
SAO 101143,,220.256546,18.940867, 9.1,STAR
SAO 91831,,4.572063,18.944611, 9.0,STAR
SAO 102156,,246.398554,18.946042, 8.9,STAR
SAO 99365,,164.199412,18.946825, 9.1,STAR
SAO 99836,,178.101867,18.94765, 8.8,STAR
SAO 99955,,181.962296,18.948719, 8.9,STAR
SAO 98712,,145.398329,18.949269, 9.1,STAR
SAO 98349,,136.344171,18.949825, 8.6,STAR
SAO 102981,,264.446808,18.951997, 9.0,STAR
SAO 99322,,162.815854,18.952175, 9.3,STAR
SAO 96902,,111.711138,18.9522, 9.1,STAR
SAO 96581,,107.56445,18.955531, 8.4,STAR
SAO 103236,,269.201413,18.958681, 8.8,STAR
SAO 96646,,108.442896,18.963781, 9.0,STAR
SAO 100928,,213.613471,18.965667, 8.7,STAR
SAO 97957,,129.124367,18.96575, 9.0,STAR
SAO 102809,,261.276971,18.968106, 9.1,STAR
SAO 99970,,182.555575,18.968517, 9.3,STAR
SAO 99992,,183.238567,18.974386, 8.9,STAR
SAO 96666,,108.607917,18.974792, 9.1,STAR
SAO 98269,,134.708233,18.987881, 9.2,STAR
SAO 101956,,242.116254,18.988858, 9.0,STAR
SAO 107692,,332.2858,18.996969, 9.0,STAR
SAO 97162,,115.582413,18.997964, 9.2,STAR
SAO 96904,,111.762408,18.998744, 9.1,STAR
SAO 97107,,114.638221,18.999047, 9.3,STAR
SAO 97403,,119.292146,19.001464, 9.0,STAR
SAO 102911,,263.30375,19.005953, 8.3,STAR
SAO 97343,,118.440912,19.006747, 9.0,STAR
SAO 97166,,115.629937,19.007825, 9.3,STAR
SAO 97158,,115.537921,19.011031, 9.1,STAR
SAO 99126,,156.724379,19.012069, 9.5,STAR
SAO 99124,,156.716483,19.012614, 9.2,STAR
SAO 100030,,184.583521,19.013117, 9.2,STAR
SAO 108519,,349.481146,19.013139, 9.1,STAR
SAO 92389,,20.359408,19.019644, 8.1,STAR
SAO 98394,,137.39485,19.020922, 9.2,STAR
SAO 93305,,47.39945,19.031872, 8.6,STAR
SAO 97886,,127.969746,19.032833, 9.1,STAR
SAO 103011,,264.966533,19.033619, 9.2,STAR
SAO 108723,,354.290383,19.035328, 8.5,STAR
SAO 92005,,9.636175,19.038775, 8.9,STAR
SAO 101269,,223.186129,19.041097, 9.3,STAR
SAO 100948,,213.998713,19.041839, 9.2,STAR
SAO 98356,,136.403779,19.043281, 9.7,STAR
SAO 92582,,25.453446,19.044742, 9.2,STAR
SAO 106880,,317.370904,19.047214, 9.0,STAR
SAO 91919,,7.336138,19.050081, 8.9,STAR
SAO 102431,,252.856454,19.052739, 9.2,STAR
SAO 100907,,213.028933,19.053519, 9.0,STAR
SAO 106914,,318.054413,19.056869, 9.2,STAR
SAO 99767,,176.254079,19.057289, 9.2,STAR
SAO 102197,,247.182096,19.059378, 9.3,STAR
SAO 93418,,51.139067,19.063783, 9.0,STAR
SAO 92424,,21.227175,19.068922, 9.1,STAR
SAO 92211,,15.549846,19.069144, 8.9,STAR
SAO 103124,,267.085008,19.069461, 8.0,STAR
SAO 96556,,107.256758,19.071822, 9.1,STAR
SAO 91797,,3.765125,19.073722, 9.2,STAR
SAO 97164,,115.601975,19.074361, 9.3,STAR
SAO 101734,,236.706396,19.079081, 9.2,STAR
SAO 98379,,136.969008,19.165794, 9.4,STAR
SAO 103250,,269.473304,19.082067, 9.0,STAR
SAO 107952,,337.373612,19.082597, 9.3,STAR
SAO 107548,,329.513125,19.082611, 9.1,STAR
SAO 106950,,318.630013,19.083708, 9.1,STAR
SAO 91987,,8.903808,19.084794, 9.0,STAR
SAO 101256,,222.925962,19.0892, 8.5,STAR
SAO 99022,,153.746125,19.098386, 9.0,STAR
SAO 92619,,26.527046,19.099275, 9.0,STAR
SAO 98264,,134.562746,19.099275, 9.3,STAR
SAO 98603,,142.458575,19.099675, 8.7,STAR
SAO 97324,,118.119179,19.100256, 8.9,STAR
SAO 93374,,49.547317,19.102778, 8.9,STAR
SAO 107083,,320.694287,19.107239, 9.1,STAR
SAO 107932,,336.955121,19.108275, 9.0,STAR
SAO 91798,,3.782354,19.114719, 9.0,STAR
SAO 93939,,66.752804,19.116372, 9.7,STAR
SAO 98441,,138.384421,19.120275, 9.0,STAR
SAO 92419,,21.026913,19.120383, 9.0,STAR
SAO 97888,,128.011313,19.126286, 9.3,STAR
SAO 100370,,195.191783,19.126872, 9.0,STAR
SAO 102280,,249.484183,19.130603, 9.2,STAR
SAO 101298,,224.228392,19.130611, 9.2,STAR
SAO 93154,,43.098271,19.135392, 8.9,STAR
SAO 97417,,119.422529,19.141136, 9.0,STAR
SAO 108049,,339.337708,19.142253, 9.3,STAR
SAO 100070,,185.776862,19.143747, 8.8,STAR
SAO 102105,,245.471042,19.145103, 9.2,STAR
SAO 96841,,110.81905,19.198539, 9.2,STAR
SAO 96615,,107.985012,19.146522, 9.4,STAR
SAO 92135,,13.30935,19.146572, 9.1,STAR
SAO 100031,,184.5996,19.146992, 8.4,STAR
SAO 97631,,122.818125,19.148025, 9.0,STAR
SAO 101468,,229.033546,19.159325, 9.4,STAR
SAO 106996,,319.354542,19.160994, 8.6,STAR
SAO 93573,,56.106504,19.163608, 9.5,STAR
SAO 98314,,135.770167,19.171028, 8.7,STAR
SAO 101469,,229.050021,19.171522, 9.2,STAR
SAO 101255,,222.908713,19.173028, 8.9,STAR
SAO 96583,,107.589783,19.175136, 8.9,STAR
SAO 96707,,109.028992,19.177953, 9.4,STAR
SAO 99660,,173.326567,19.180267, 9.5,STAR
SAO 101176,,221.084088,19.181269, 9.2,STAR
SAO 99912,,180.362863,19.18195, 9.3,STAR
SAO 102353,,251.017333,19.182897, 8.5,STAR
SAO 108712,,354.189246,19.183533, 8.7,STAR
SAO 102612,,257.082375,19.183575, 9.2,STAR
SAO 92139,,13.392479,19.186872, 8.7,STAR
SAO 93440,,51.883625,19.187211, 9.1,STAR
SAO 107880,,335.919321,19.1881, 8.0,STAR
SAO 96814,,110.468592,19.189842, 8.9,STAR
SAO 96910,,111.83375,19.191764, 9.3,STAR
SAO 97415,,119.4019,19.194392, 9.1,STAR
SAO 102132,,245.992717,19.195017, 8.6,STAR
SAO 102319,,250.38095,19.197011, 9.2,STAR
SAO 98359,,136.531467,19.207222, 9.3,STAR
SAO 97341,,118.380188,19.207672, 9.3,STAR
SAO 102248,,248.493625,19.209389, 9.3,STAR
SAO 96644,,108.437733,19.211253, 9.1,STAR
SAO 108391,,346.379262,19.213444, 9.3,STAR
SAO 102009,,243.158021,19.214189, 9.1,STAR
